Title,Summary,Date
زمان قطعی برق با تمام مشترکین هماهنگ می‌شود,در راستای تصمیم دولت مبنی بر اعمال خاموشی برنامه‌ریزی‌ شده در کشور، زمان خاموشی مشترکان برای هر مشترک به‌صورت پیامک ارسال می‌شود.,1403/08/20
سایت شرکت برق تهران از دسترس خارج شد + عکس,پس از اعلام جدول خاموشی در تهران، سایت شرکت برق این استان از دسترس خارج شده است. ,1403/08/20
تهرانی‌ها از فردا منتظر قطعی برق باشند,پیگیری‌ها از شرکت توزیع نیروی برق تهران بزرگ حاکی است که شهر تهران در روز جاری خاموشی برنامه‌ریزی شده برق ندارد و خاموشی های تهران از فردا آغاز خواهد شد.,1403/08/20
مازوت سوزی در شازند ادامه دارد؟,معاون اجرایی و رئیس هیات مدیره تولید برق منطقه مرکزی گفت: سوخت مازوت در نیروگاه شازند صبح امروز (یکشنبه) به صفر رسید.,1403/08/20
جدول زمان بندی قطع برق روز یکشنبه ۲۰ آبان ۱۴۰۳,پس از انتشار اخبار ضد و نقیض در خصوص آغاز خاموشی‌ها از روز یکشنبه ۲۰ آبان، سرانجام شرکت توانیر که وظیفه توسعه تأسیسات تولید، انتقال و عمده‌فروشی برق را برعهده دارد، خاموشی‌های پاییزی را تأیید کرد.,1403/08/19
برنامه زمان بندی قطعی برق را از کجا دریافت کنیم؟,شرکت توانیر در اطلاعیه‌ای اعلام کرد مشترکان جهت اطلاع از برنامه زمان‌بندی اعمال محدودیت برق در بخش خانگی و تجاری به پایگاه خبری شرکت توزیع نیروی برق مربوطه یا سامانه برق من مراجعه کنند.,1403/08/19
ادامه خاموشی‌ها حتی در زمستان!,پس از آنکه سخنگوی دولت اعلام کرد خاموشی منظم را جایگزین مازوت‌سوزی در سه نیروگاه می‌کنیم گمانه زنی‌های قطعی برق شدت گرفت به طوریکه برخی رسانه اعلام کردند از فردا قطعی برق داریم.,1403/08/19
فوری / به پمپ بنزین‌ها حمله سایبری شد؟,دلیل ایجاد اختلال در خدمت‌رسانی برخی جایگاه‌های عرضه سوخت و همچنین برخی نرم‌افزارها از جمله نرم‌افزار بانک ملت مشخص شد.,1403/08/19
فوری؛ دلیل اختلال در پمپ‌بنزین‌ها اعلام شد / کارتخوان‌ها از کار افتادند,مدیرعامل شرکت پخش فرآورده‌های نفتی: سامانه سوخت مشکلی ندارد بلکه مشکلی در سامانه پرداخت بانک ملت در جایگاه‌ها به وجود آمده بود که تا ۱۵ دقیقه دیگر رفع می‌شود.,1403/08/19
فوری/ اختلال در برخی پمپ بنزین‌ها,فعالیت برخی از جایگاه‌های سوخت با مشکل مواجه شده است.,1403/08/19
مدیرعامل پالایشگاه آبادان: ممکن است از امروز تا پایان آبان چندین صدای مهیب در شهر شنیده شود,مدیرعامل پالایشگاه آبادان با اشاره به اهمیت راه اندازی این مجتمع که شامل چند واحد است گفت: با توجه به شیوه نامه های راه اندازی این مجتمع تولیدی، این راه اندازی از امروز شنبه نوزدهم آبان ممکن است سبب شنیده شدن چندین صدای مهیب در شهر شود.,1403/08/19
ماجرای بنزین ۳۸ هزار تومانی چیست؟,دبیر کل انجمن صنفی کارفرمایی صنعت پالایش گفت: از اصلاح فرهنگ مصرفی تا اصلاح قیمت بنزین و همچنین از اصلاح روند تولید و عرضه خودروهای پرمصرف تا توسعه حمل‌و نقل عمومی باید در دستور کار قرار گیرد.,1403/08/19
مدیرعامل جدید شرکت ملی نفتکش کیست؟,«علی احمدی» مدیرعامل شرکت ملی نفتکش برکنار و «مسعود بازویی» مدیرعامل جدید این شرکت شد.,1403/08/19
قیمت نفت کاهشی شد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۱ دلار و ۷۶ سنت معادل ۲.۳۳ درصد کاهش به ۷۳ دلار و ۸۷ سنت رسید.,1403/08/19
مشکل ناترازی انرژی با بهینه‌سازی مصرف حل شدنی است,در نشست تخصصی چالش‌ها و راهکارهای سرمایه‌گذاری بهینه‌سازی مصرف تأکید شد که دولت می‌تواند با تغییر رویکرد، مشکل ناترازی انرژی را با بهینه‌سازی مصرف حل کند.,1403/08/16
قیمت نفت ریزش کرد / هر بشکه برنت چند؟,قیمت نفت در معاملات روز چهارشنبه بازار آسیا، تحت تاثیر دلار قوی و افزایش بیش از حد انتظار ذخایر آمریکا، بیش از یک درصد نزول کرد.,1403/08/16
بازار نفت در آرامش قبل از توفان فرو رفت,قیمت نفت پس از صعود بیش از ۲ درصدی در معاملات روز گذشته، در آستانه انتخابات ریاست جمهوری آمریکا، در معاملات روز سه شنبه بازار آسیا تغییر چندانی نداشت.,1403/08/15
قیمت نفت دوباره اوج گرفت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۹ سنت معادل ۰.۱۲ درصد افزایش به ۷۵ دلار و ۱۷ سنت رسید.,1403/08/15
به دلیل نداشتن تکنولوژی ذخیره‌سازی گاز، مجبوریم از ترکمنستان گاز وارد کنیم/ بخاطر تحریم، مبادله کالا به کالا می‌کنیم,رئیس جمهور طی سخنانی اعلام کرد که ترکمنستان حاضر نیست با ایران ما قرارداد گازی ببندد. بر اساس گفته مسعود پزشکیان این امتناع به علت بدعهدی دولت در گذشته برای پرداخت مطالبات گاز به ترکمنستان بوده است. حال با توجه به نزدیکی فصل زمستان و در پیش بودن سرما آیا قطع گاز و عدم واردات گاز می‌تواند نگران کننده باشد؟,1403/08/15
افزایش قیمت بنزین در راه است؟,۵ سال پس از سهمیه‌بندی و افزایش قیمت بنزین در آبان ۱۳۹۸، بار دیگر شایعاتی در خصوص افزایش قیمت بنزین شنیده می‌شود.,1403/08/14
محدودیت برای مصرف گاز در راه است؟,در حالی که صنایع کشور از جمله فولاد تا نیمه مهرماه درگیر محدودیت برق بودند بلافاصله پس از رفع این محدودیت درگیر محدودیت گازی شده‌اند که این موضوع می‌تواند به عاملی برای کاهش تولید آنها تبدیل شود.,1403/08/14
قیمت نفت دوباره بالا رفت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۸۶ سنت معادل ۱.۱۸ درصد افزایش به ۷۳ دلار و ۹۶ سنت رسید.,1403/08/14
تکلیف افزایش قیمت بنزین در سال ۱۴۰۴ مشخص شد,وزارت نفت سخنان یکی از نمایندگان مجلس درباره اظهارنظر وزیر نفت پیرامون افزایش قیمت بنزین را تکذیب کرد.,1403/08/13
افزایش ۳۰ درصدی صادرات پتروشیمی با صرفه‌جویی ۵ درصدی مصرف گاز,رییس کمیسیون انرژی اتاق بازرگانی تهران بیان کرد: اگر فقط ۵ درصد صرفه‌جویی مصرف گاز در بخش خانگی و تجاری داشته باشیم، تولید و صادرات پتروشیمی ۳۰ درصد افزایش پیدا خواهد کرد.,1403/08/12
این خودروها دیگر سهمیه سوخت نمی‌گیرند,مدیر امور اجرایی معاینه فنی خودروهای کشور از قطع سهمیه سوخت ناوگان گازوئیل سوز فاقد معاینه فنی طبق مصوبه هیأت وزیران خبر داد.,1403/08/12
قیمت گاز بالا رفت,بر اساس داده‌های بورس آتی لندن ICE و محاسبات تاس، میانگین قیمت گاز در اروپا در ماه اکتبر ۱۰ درصد افزایش یافته و به حدود ۴۵۶ دلار در هر ۱۰۰۰ متر مکعب رسیده است.,1403/08/12
مسیر افزایش قیمت نفت هموار شد,قیمت نفت در معاملات روز جمعه بازار جهانی، با اندکی افزایش بسته شد اما برای کل هفته، کاهش داشت.,1403/08/12
نیازی به واردات سوخت هواپیما نداریم,مدیرعامل شرکت ملی پخش فرآورده‌های نفتی ایران روند مصرف سوخت در ناوگان هوایی کشور را افزایشی اعلام کرد و گفت: با توجه به توان پالایشگاه‌های داخلی در این زمینه واردات نداریم.,1403/08/11
قیمت نفت جهانی افزایشی شد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۱ دلار و ۴۰ سنت معادل ۱.۹۲ درصد افزایش به ۷۴ دلار و ۲۱ سنت رسید.,1403/08/11
زمستان سرد و چالش‌های گاز / مدیرعامل شرکت ملی گاز هشدار داد, مدیرعامل شرکت ملی گاز اعلام کرد: بر اساس پیش‌بینی سازمان هواشناسی که از ابتدای آبان هم مشاهده شد، زمستان امسال نزدیک به ۴ درجه سردتر خواهد بود و این به معنای افزایش ۱۰۰ میلیون مترمکعبی مصرف روزانه گاز کشور است. ,1403/08/09
مصرف گاز ایران با چین برابر است / میانگین قیمت گاز دنیا ۲۱۵ برابر قیمت گاز خانگی ایران است,مدیرعامل شرکت ملی گاز ایران گفت: ایران سومین تولیدکننده گاز در دنیا است. اما از آن‌جایی که مصرف گاز ایران با چین برابری می‌کند، ناترازی گاز برای کشوری با چنین پتانسیل وسیعی دور از واقعیت نیست.,1403/08/09
شیوه افزایش نرخ برق برای مشترکین پرمصرف اعلام شد,سخنگوی صنعت برق با اشاره به این که مصرف برق ۷۵ درصد مشترکان خانگی در سطح الگوهای تعیین شده است، تاکید کرد: افزایش قیمت برق پلکانی صرفا مشمول کسانی است که مصارف برق بیشتر از الگو داشته باشند و قبض برق سایر مشترکان تغییر چندانی نخواهد داشت.,1403/08/09
هشدار به مردم؛ زمستانی سرد در پیش است,مدیرعامل شرکت ملی گاز گفت: زمستانی با ۴ درجه سردتر در پیش داریم.,1403/08/09
نفت در کف قیمت یک ماهه ایستاد,قیمت نفت پس از کاهش در دو روز معامله گذشته و با تلاش بازار برای ارزیابی آتش بس احتمالی میان رژیم صهیونیستی و حزب الله لبنان، در معاملات روز چهارشنبه بازار آسیا، در کف قیمت بیش از یک ماه اخیر ماند.,1403/08/09
افزایش قیمت بنزین منتفی شد؟,در حالی که رئیس جمهور در ماه‌های اخیر بارها به ناترازی بنزین اشاره کرده، در سخنان امروز خود در جلسه بررسی کلیات بودجه ۱۴۰۴ در مجلس شورای اسلامی، به ناترازی در برق، آب، گاز و پول اشاره کرد اما صحبتی از ناترازی در بنزین به میان نیاورد. آیا این به معنای عقب‌نشینی دولت از طرح برنامه اصلاح قیمت بنزین در شرایط فعلی است؟,1403/08/08
ریزش قیمت نفت متوقف شد,قیمت جهانی نفت پس از ریزش سنگین در معاملات روز گذشته، از برنامه آمریکا برای خرید نفت برای ذخایر استراتژیک، حمایت یافت و روز سه‌شنبه تغییر چندانی نداشت.,1403/08/08
چراغ‌های توسعه چگونه خاموش می‌شوند؟ / بررسی تجربه صنعت برق در سه کشور کوبا، ایران و شیلی,یک هفته است که کوبا در خاموشی به سر می‌برد و برق در این کشور تبدیل به کیمیایی نایاب شده است. به طوری که به تمام زیرساخت‌های آن آسیب زده و زندگی میلیون‌ها شهروند را مختل کرده است. زندگی بدون برق در عصر جدید و دنیای امروز بسیار مشقت بار خواهد بود و قطعا هیچ شهروندی نمی‌تواند نبود آن را تصور کند. خاموشی و قطع برق برای ایرانی‌ها نیز تجربه‌ای ناشناخته نیست. تجربه‌ای که در دهه‌های گذشته تنها با چند ساعت دور هم بودن خانواده‌ها به اتمام می‌رسید اما اکنون از قطع موبایل و ارتباطات اینترنتی گرفته تا لنگ ماندن کارهای روزانه با اینترنت و قطع سیستم‌های هوشمند و یکپارچه بانکی، دولتی و صنعتی را در بر می‌گیرد.,1403/08/08
وزیر نیرو: قیمت برق گران می‌شود,وزیر نیرو گفت: بر اساس قانون مانع زدایی از صنعت برق تکلیف شده است که قیمت برق افزایش پیدا کند.,1403/08/07
تغییر ساعت، مصرف انرژی را کاهش می‌دهد؟,بر پایه یافته‌های مطالعات متعدد در اروپا و آمریکا، تغییر ساعت تابستانی یا صرفه‌جویی در زمان روشنایی روز، تاثیر بسیار اندکی در حفظ انرژی دارد.,1403/08/07
ترفند دولت چهاردهم برای افزایش قیمت بنزین چیست؟,به‌تازگی سخنگوی دولت درباره پرونده افزایش قیمت بنزین گفت «مردم غافلگیر نخواهند شد و دولت بدون آمادگی مردم چنین کاری نخواهد کرد. فشار زیادی به دولت وارد می‌شود، اما دولت تلاش می‌کند تا کمترین فشار به مردم تحمیل شود».,1403/08/06
سرنوشت بلاتکلیف بنزین در بودجه / غارت ۱۶.۸ میلیارد دلاری منابع صندوق توسعه توسط دولت,بررسی بودجه ۱۴۰۴ در کمیسیون تلفیق مجلس ادامه دارد و تاکنون بسیاری از کارشناسان در خصوص اعداد و ارقام آن سخن گفته‌اند. بودجه دولت پزشکیان اگر چه نقاط مثبت متعددی دارد اما نقاط منفی و به اصطلاح درست‌تر بلاتکلیف در آن کم نیست.,1403/08/05
آخرین وضعیت پمپ بنزین‌ها پس از حمله اسرائیل + فیلم,سخنگوی صنف جایگاهداران گفت: هیچ افزایش مصرف از شب گذشته تا کنون در جایگاه های بنزین نداشتیم و هم اکنون شرایط سوخت گیری در پمپ بنزین‌ها طبیعی و به صورت عادی است.,1403/08/05
نفت برنت در مرز ۷۶ دلار ایستاد,قیمت نفت در معاملات روز جمعه افزایش یافت و تحت تاثیر نگرانی سرمایه‌گذاران نسبت به تنش‌های منطقه‌ای در خاورمیانه، رشد هفتگی به ثبت رساند.,1403/08/05
نصاب مصرف گاز در ۵ سال اخیر شکسته شد!,مدیرعامل شرکت ملی گاز ایران اعلام کرد: در چند روز گذشته، میزان مصرف روزانه گاز کشور، بیش از ۱۰۰ میلیون متر مکعب افزایش یافت.,1403/08/04
قیمت جهانی نفت افزایش یافت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۱۸ سنت معادل ۰.۲۴ درصد افزایش به ۷۴ دلار و ۵۶ سنت رسید.,1403/08/04
احتمال افزایش قیمت بنزین وجود دارد/ بودجه ۱۴۰۴ تورم‌زا است,اولین آزمون بودجه‌ای دولت پزشکیان با اعداد و ارقام پر حرف و حدیثی روبرو بود که مهم‌ترینش کسری تراز عملیاتی ۱۸۰۰ همتی بود. مرتضی افقه، اقتصاددان در این خصوص گفت: دولت در کوتاه مدت اگر نتواند مشکل تحریم را حل کند، این کسری بودجه تامین نخواهد شد و دولت ناچار می‌شود دوباره مثل سال‌های اخیر به بانک مرکزی متوسل شود که این کار تورم‌زا است.,1403/08/02
قیمت نفت جهانی در سراشیبی سقوط,قیمت هر بشکه نفت برنت دریای شمال امروز با ۲۰ سنت معادل ۰.۲۶ درصد کاهش به ۷۵ دلار و ۸۴ سنت رسید.,1403/08/02
قیمت نفت آرام گرفت / هر بشکه برنت چند؟,قیمت هر بشکه نفت برنت دریای شمال امروز با ۲۳ سنت معادل ۰.۳۱ درصد کاهش به ۷۴ دلار و ۶ سنت رسید.,1403/08/01
سهمیه بنزین آبان‌ماه واریز شد + جدول سهمیه سوخت انواع وسایل نقلیه,کارت سوخت رانندگان وسایل نقلیه شارژ شد.,1403/07/30
آمار عجیب از مصرف آب تهرانی‌ها,مدیرعامل آبفای استان تهران گفت: شهروندان استان تهران به طور متوسط روزانه ۲۵۰لیتر آب مصرف می کنند.,1403/07/30
قیمت نفت هم پرواز کرد!,قیمت هر بشکه نفت برنت دریای شمال امروز با ۱۷ سنت معادل ۰.۲۳ درصد افزایش به ۷۳ دلار و ۲۳ سنت رسید.,1403/07/30
اصلاح قیمت بنزین، کلید حل مشکلات معیشتی و جلوگیری از قاچاق,"روح‌الله عباسپور با انتقاد از وضعیت قیمت بنزین و نحوه عرضه آن به مردم، گفت: «چگونه منطقی است که بنزین با قیمت لیتری ۴۰ هزار تومان وارد کشور شود، اما به مردم تنها با قیمت ۱,۵۰۰ تومان فروخته شود؟» ",1403/07/29
تعرفه برق مشترکان پرمصرف چگونه محاسبه می‌شود؟,مدیرکل امور انرژی و مشتریان صنعت برق گفت: ۲ درصد مشترکان بیش از ۲.۵ برابر الگوی برق مصرف قرار دارند.,1403/07/29
هشدار آبفای کشور؛ یخ زدگی در راه است,شرکت مهندسی آب و فاضلاب کشور در اطلاعیه‌ای با اشاره به پیش‌بینی سازمان هواشناسی از احتمال افزایش برودت هوا در روزهای آینده، درباره یخ‌زدگی کنتورهای آب در برخی مناطق هشدار داد.,1403/07/29
بازار سیاه بنزین ناشی از قیمت ارزان آن است/ وارد منطقه بحرانی در ناترازی بنزین شده‌ایم,کارشناس انرژی گفت: روند افزایش مصرف امسال، دیگر از سال ۱۴۰۱ پیروی نمی‌کند. دلیل این افزایش غیر معقول عرضه نکردن بنزین به قیمت واقعی است. متاسفانه نصف درآمد‌های نفتی ما خرج واردات بنزین می‌شود، اما ما این بنزین را با قیمت فوق‌العاده ارزان به دست تقاضاکنندگان می‌دهیم.,1403/07/28
سقوط بیش از یک دلاریِ قیمت نفت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۱ دلار و ۳۹ سنت معادل ۱.۸۷ درصد کاهش به ۷۳ دلار و ۶ سنت رسید.,1403/07/28
یک یارانه برای این افراد حذف شد,مدیرکل امور انرژی و مشتریان صنعت برق گفت: مشترکان بسیار پرمصرف باید بهای برق مصرفی خود را به صورت غیریارانه‌ای پرداخت کنند.,1403/07/27
خبرهای جدید از تغییر سهمیه بنزین,رئیس کمیسیون انرژی مجلس گفت: مجلس و دولت در حال حاضر هیچ برنامه‌ای برای تغییر در وضعیت سهمیه و قیمت بنزین ندارند.,1403/07/26
افزایش  ۴۰ درصد حق‌العمل جایگاه‌های سوخت/ قیمت سوخت افزایش می‌یابد؟,سخنگوی صنف جایگاه‌داران کشور گفت: هیئت وزیران در مصوبه‌ای حق العمل جایگاه‌های سوخت فراورده‌های نفتی و سی.ان.جی را ۴۰ درصد افزایش داد.,1403/07/26
خبر مهم رئیس کمیسیون انرژی مجلس از قیمت بنزین/ برنامه دولت چهاردهم چیست؟,رئیس کمیسیون انرژی مجلس تاکید کرد که مجلس و دولت در حال حاضر هیچ برنامه‌ای برای تغییر در وضعیت سهمیه و قیمت بنزین ندارند.,1403/07/26
تولید بنزین افزایش می‌یابد,معاون وزیر نفت با بیان اینکه تکلیف قانون برنامه هفتم پیشرفت، افزایش تولید بنزین به روزانه ۱۲۹ میلیون لیتر است،گفت: تمرکز بر افزایش تولید فرآورده باکیفیت بنزین در دستور کار است.,1403/07/25
هشدار اتحادیه اروپا؛ با روسیه قرارداد نبندید!,کمیسر انرژی اتحادیه اروپا، به شرکت‌های گاز منطقه هشدار داد هرگونه قرارداد جدید برای حفظ جریان گاز روسیه از طریق اوکراین، یک انتخاب «خطرناک» خواهد بود.,1403/07/25
اوپک پلاس چقدر ظرفیت افزایش تولید نفت دارد؟,آژانس بین المللی انرژی اعلام کرد که بر اساس ارزیابی‌های انجام شده در ماه سپتامبر، گروه کشورهای اوپک پلاس بیش از ۵ میلیون بشکه روزانه ظرفیت افزایش تولید نفت دارد.,1403/07/25
نشت نفت در چهار مایلی جزیره خارگ‌,مدیرکل بنادر و دریانوردی استان بوشهر گفت: عملیات پاک‌سازی آلودگی نفتی در چهار مایلی جزیره خارگ برای نخستین بار در آب‌های کشور با روشی نوین و تخصصی آغاز شد.,1403/07/25
علت آتش‌سوزیِ پالایشگاه شوشتر چه بود؟ + فیلم,وزیر نفت گفت: شاید عامل آتش‌سوزی در پالایشگاه شوشتر به راننده تانکر برمی‌گشت.,1403/07/25
پیش‌بینی ترسناک از قیمت نفت در آینده,یک نماینده ادوار مجلس گفت: ما تمام گاز را در خط مستقیم کنار دریا و در منطقه عسلویه توسعه دادیم و یا پتروشیمی را جز موارد معدودی تنها در یک جغرافیای محدود در منطقه ماهشهر توسعه داده‌ایم و این به لحاظ ایمنی و امنیتی نمی‌تواند اقدامی مناسب باشد؛ هرچند رژیم صهیونیستی این توان را ندارد که تاسیسات نفتی ایران را مود تعرض قرار دهد اما به لحاظ امنیت ما باید چاره‌اندیشی لازم را داشته باشیم.,1403/07/25
